Début	Fin	Speaker	Text
2121.016	2122.74	 spk1 	 et les remettre dans le score
2122.74	2126.151	  	 
2126.151	2129.74	 spk1 	 c'est parti et ça passera entre les poteaux quatorze six
2129.74	2130.841	  	 
2130.841	2132.222	 spk1 	 en faveur de l'Argentine 
2132.222	2138.677	  	 
2138.677	2140.122	 spk1 	 et on revoit la faute euh
2140.122	2140.397	  	 
2140.397	2141.046	 spk1 	 des Pumas
2141.046	2141.854	  	 
2141.854	2142.644	 spk1 	 et voilà voyez
2142.644	2142.893	  	 
2142.893	2143.962	 spk1 	 vous avez vu Roncero
2143.962	2144.134	  	 
2144.134	2145.077	 spk1 	 jouer ce ballon
2145.077	2147.275	  	 
2147.275	2148.757	 spk2 	 ouais on traduira pas on a compris
2148.757	2149.176	  	 
2149.176	2149.176	 spk2 	 
2149.176	2149.589	 Event desc rire type noise extent instantaneous 	 
2149.589	2150.833	 spk2 	 c'est pas loin du mot français
2150.833	2151.353	  	 
2151.353	2155.972	 spk2 	 et oui parce qu'il sait qu'il est à vingt-deux mètres face au poteau et là c'est trois points obligatoires par le buteur comme Skrela
2155.972	2156.761	  	 
2156.761	2157.899	 spk1 	 remise en jeu d'Hernandez
2157.899	2158.301	  	 
2158.301	2159.886	 spk1 	 allez au point de chute tout de suite s'imposer
2159.886	2160.23	  	 
2160.23	2162.257	 spk1 	 avec Martin c'est fait il a pris la balle
2162.257	2165.291	  	 
2165.291	2165.873	 spk1 	 Mignoni
2165.873	2166.766	  	 
2166.766	2167.38	 spk1 	 Skrela
2167.38	2168.839	  	 
2168.839	2172.491	 spk1 	 trouver la touche jouer simple a dit Thierry Lacroix c'est ce que font les Français
2172.491	2173.564	  	 
2173.564	2175.804	 spk1 	 en essayant de revenir au plus vite
2175.804	2176.048	  	 
2176.048	2178.048	 spk1 	 dans la moitié de terrain de l'Argentine 
2178.048	2181.086	 spk2 	 et quand vous êtes en avant et Fabrice le confirmera sûrement
2181.086	2181.598	  	 
2181.598	2183.436	 spk2 	 vous aimez avancer vous aimez pas reculer
2183.436	2183.787	  	 
2183.787	2189.812	 spk2 	 vous avez récupéré un ballon vous l'avez vous avez pris la pression comme aurait eu Martin qui est présent malheureusement y'a la passe interceptée mais il est hyper présent
2189.812	2190.118	  	 
2190.118	2190.863	 spk2 	 en tout cas aujourd'hui
2190.863	2191.319	  	 
2191.319	2195.208	 spk2 	 derrière vous avez qu'une envie une fois que vous avez euh lutté pour avoir ce ballon bien
2195.208	2195.565	  	 
2195.565	2195.967	 spk2 	 couvé
2195.967	2196.157	  	 
2196.157	2197.362	 spk2 	 c'est que ça avance derrière hein
2197.362	2200.463	  	 
2200.463	2201.707	 spk1 	 Ledesma pour la remise en jeu
2201.707	2202.493	  	 
2202.493	2203.854	 spk1 	 touche en formation complète
2203.854	2206.365	  	 
2206.365	2209.271	 spk1 	 encore des Français qui essaient de batailler à l'image de Jérôme Thion
2209.271	2211.725	  	 
2211.725	2213.958	 spk1 	 ah mais le ballon sera argentin avec Pichot 
2213.958	2215.045	  	 
2215.045	2218.482	 spk1 	 et Hernandez encore un ballon très haut dans le ciel de Saint-Denis 
2218.482	2221.2	  	 
2221.2	2223.288	 spk1 	 et un ballon récupéré par Traille 
2223.288	2224.291	 spk1 	 mais encore une fois
2224.291	2224.528	  	 
2224.528	2226.169	 spk1 	 intercepté par les Argentins
2226.169	2226.447	  	 
2226.447	2227.57	 spk1 	 qui sont plus malins
2227.57	2227.888	  	 
2227.888	2229.56	 spk1 	 qui sont plus madrés que nous depuis le 
2229.56	2229.56	 spk1 	 
2229.56	2229.56	 Event desc rire en fond type noise extent begin 	 début
2229.56	2229.955	 Event desc rire en fond type noise extent end 	 
2229.955	2229.955	 spk2 	 
2229.955	2230.364	 Event desc rire type noise extent instantaneous 	 
2230.364	2231.163	 spk1 	 de cette rencontre
2231.163	2231.451	  	 
2231.451	2232.627	 spk2 	 bon là il va falloir être clair
2232.627	2232.794	  	 
2232.794	2234.73	 spk2 	 tout ballon récupéré dans les airs plus de passe
2234.73	2235.044	  	 
2235.044	2235.825	 spk2 	 plus de passe
2235.825	2236.212	  	 
2236.212	2237.838	 spk2 	 et oui parce qu'ils se faufilent entre nous
2237.838	2238.044	  	 
2238.044	2238.663	 spk2 	 et bien sûr
2238.663	2238.91	  	 
2238.91	2241.562	 spk2 	 comme on n'est pas suffisamment groupé lié et ben ils interceptent tous les ballons
2241.562	2242.222	  	 
2242.222	2243.493	 spk2 	 jusqu'à avoir une pénalité
2243.493	2244.611	  	 
2244.611	2245.344	 spk2 	 est ce qu'on va la tenter
2245.344	2248.197	 spk1 	 oh oui Contepomi va la tenter il attend le 
2248.197	2248.412	  	 
2248.412	2249.256	 spk1 	 le petit tee 
2249.256	2249.629	 spk1 	 c'est
2249.629	2250.271	  	 
2250.271	2253.317	 spk1 	 comment on pourrait dire un tee quelque chose qui va surélever un petit peu le ballon
2253.317	2253.649	  	 
2253.649	2255.891	 spk1 	 euh Thierry vous qui êtes un ancien grand buteur
2255.891	2256.456	  	 
2256.456	2259.746	 spk2 	 ben ouais en fait euh c'est euh ils sont souvent une frappe de footballeur hein les Argentins
2259.746	2260.078	  	 
2260.078	2262.544	 spk2 	 donc comme ils frappent beaucoup avec le l'intérieur du pied
2262.544	2262.971	  	 
2262.971	2265.977	 spk2 	 donc ce qu'on appelle un plat de pied dans le foot hein c'est pas Jean-Michel Larqué
2265.977	2266.422	  	 
2266.422	2266.422	 spk2 	 
2266.422	2266.422	 Event desc rire type noise extent begin 	 qui va nous
2266.422	2266.89	 Event desc rire type noise extent end 	 
2266.89	2267.226	  	 
2267.226	2267.968	 spk2 	 nous contredire
2267.968	2268.506	  	 
2268.506	2270.025	 spk2 	 hé bé effectivement il faut le lever
2270.025	2270.214	  	 
2270.214	2272.95	 spk2 	 lever ce ballon quand vous tapez plus avec le coup de pied
2272.95	2273.264	  	 
2273.264	2275.222	 spk2 	 vous l'inclinez un peu en avant vous le levez 
2275.222	2275.222	 spk2 	 
2275.222	2275.608	 Event desc pi type pronounce extent instantaneous 	 
2275.608	2275.936	  	 
2275.936	2277.446	 spk2 	 ça part pied tendu en tout cas lui
2277.446	2278.021	  	 
2278.021	2281.529	 spk2 	 le fait de le surélever il va avoir de suite le dessous du ballon disponible
2281.529	2282.049	  	 
2282.049	2283.738	 spk2 	 pour bien sûr faire le mouvement de balancier
2283.738	2284.38	  	 
2284.38	2284.38	 spk2 	 
2284.38	2284.38	 Event desc pif type pronounce extent begin 	 j'espère ne pas m'être trompé
2284.38	2285.615	 Event desc pif type pronounce extent end 	 
2285.615	2286.108	  	 
2286.108	2287.392	 spk1 	 un peu plus de cinquante mètres hein
2287.392	2289.347	  	 
2289.347	2290.198	 spk1 	 de ces perches
2290.198	2290.607	  	 
2290.607	2293.187	 spk1 	 de cette barre transversale qui est à trois mètres du sol
2293.187	2294.301	  	 
2294.301	2296.138	 spk1 	 les deux perches elles sont séparées
2296.138	2296.511	  	 
2296.511	2297.95	 spk2 	 c'est ouvert c'est parti droit 
2297.95	2297.95	 spk2 	 oh ça part bien 
2297.95	2298.427	 spk1 	 ouais
2298.427	2299.41	 spk2 	 oh la la la la la la la
2299.41	2301.989	 spk1 	 oh oui ça va droit et ça passe entre les poteaux
2301.989	2302.231	  	 
2302.231	2303.336	 spk1 	 dix-sept à six 
2303.336	2305.73	  	 
2305.73	2306.412	 spk2 	 bon on le sait hein
2306.412	2306.412	 spk1 	 pour l'Argentine
2306.412	2307.247	 spk2 	 sur cinquante mètres
2307.247	2307.938	 spk2 	 ils font pas de fautes hein
2307.938	2308.298	  	 
2308.298	2309.749	 spk2 	 pas de fautes jusqu'à cinquante mètres
2309.749	2310.247	  	 
2310.247	2311.945	 spk2 	 le buteur aujourd'hui il est nickel
2311.945	2312.16	  	 
2312.16	2315.089	 spk1 	 hein y'a que le poteau hein qui lui a renvoyé un coup de pied à Contepomi
2315.089	2316.473	  	 
2316.473	2318.768	 spk2 	 ouais c'est facile hein bon balancier bon équilibre
2318.768	2319.344	 spk1 	 en plein milieu
2319.344	2321.859	  	 tonique euh il peut regardez cinq mètres derrière il peut continuer
2321.859	2324.321	 spk1 	 oh oui il peut regarder la balle Rémy Martin elle est bien passée
2324.321	2324.918	  	 
2324.918	2326.063	 spk1 	 allez le renvoi a été joué
2326.063	2326.647	  	 
2326.647	2328.153	 spk1 	 le ballon est encore argentin
2328.153	2329.347	  	 
2329.347	2331.006	 spk1 	 Dominici au point de chute
2331.006	2332.097	  	 
2332.097	2332.969	 spk1 	 avec Heymans
2332.969	2333.615	  	 
2333.615	2335.026	 spk1 	 ah contré encore
2335.026	2335.435	  	 
2335.435	2336.783	 spk1 	 attention à ces fautes-là
2336.783	2337.224	  	 
2337.224	2339.115	 spk1 	 Dominici qui va être un peu seul
2339.115	2339.78	  	 
2339.78	2341.121	 spk1 	 face à Borges
2341.121	2341.93	  	 
2341.93	2343.301	 spk1 	 il faut qu'il ait du soutien vite
2343.301	2343.619	  	 
2343.619	2344.913	 spk1 	 Christophe Dominici
2344.913	2345.592	  	 
2345.592	2347.465	 spk2 	 ah il a bien lutté il a essayé de résister
2347.465	2347.905	  	 
2347.905	2348.709	 spk2 	 pour attendre le soutien
2348.709	2348.901	  	 
2348.901	2350.407	 spk1 	 ah le ballon est extrait
2350.407	2350.977	  	 
2350.977	2354.099	 spk1 	 et David Skrela qui a pas son jeu au pied habituel
2354.099	2354.543	  	 
2354.543	2356.564	 spk1 	 qui a pas cette sérénité dans les coups de pied
2356.564	2357.032	  	 
2357.032	2357.809	 spk1 	 qu'on lui connaît
2357.809	2358.316	  	 
2358.316	2359.111	 spk2 	 et l'alternance 
2359.111	2359.542	  	 
2359.542	2365.192	 spk2 	 depuis le début on envoie un buteur français qui est dans l'axe du numéro neuf donc les troisièmes lignes ils montent tout le temps dans l'axe
2365.192	2365.474	  	 
2365.474	2367.715	 spk2 	 si à un moment donné on décalait à quelqu'un d'autre sur le côté
2367.715	2367.715	 spk2 	 pour alterner
2367.715	2368.24	 spk1 	 surtout
2368.24	2368.963	 spk1 	 Traille et Jauzion hein
2368.963	2369.25	 spk2 	 ouais
2369.25	2369.888	 spk1 	 un sacré jeu au 
2369.888	2369.888	 spk1 	 pied aussi hein
2369.888	2370.57	 spk2 	 ah oui ah oui
2370.57	2371.411	 spk2 	 ça c'est l'alternance 
2371.411	2371.411	 spk2 	 
2371.411	2371.923	 Event desc pi type pronounce extent instantaneous 	 
2371.923	2372.628	 spk2 	 de jeu ça aussi
2372.628	2373.154	  	 
2373.154	2373.351	 spk2 	 allez
2373.351	2374.321	  	 
2374.321	2374.931	 spk2 	 on va y penser
2374.931	2376.387	  	 
2376.387	2376.9	 spk2 	 côté français
2376.9	2378.054	  	 
2378.054	2379.002	 spk2 	 on est sous pression hein
2379.002	2379.2	  	 
2379.2	2382.008	 spk1 	 hé oui dans les vingt-deux mètres français remise en jeu Ledesma
2382.008	2382.528	  	 
2382.528	2384.415	 spk1 	 et Rémy Martin qui vient batailler encore
2384.415	2384.78	  	 
2384.78	2386.966	 spk1 	 et qui gagne ce ballon pour euh Ibanez
2386.966	2389.578	  	 
2389.578	2390.188	 spk2 	 on balance
2390.188	2390.527	  	 
2390.527	2391.164	 spk1 	 Mignoni
2391.164	2391.562	  	 
2391.562	2392.389	 spk1 	 pour Skrela
2392.389	2394.657	  	 
2394.657	2396.155	 spk1 	 cette fois trouve la touche 
2396.155	2397.835	  	 
2397.835	2401.257	 spk3 	 ah Thierry Ledesma qui s'en veut parce qu'il a vu qu'il avait fait un lancer un peu trop court
2401.257	2401.838	  	 
2401.838	2404.711	 spk3 	 a(lors) alors que les Argentins ont manqué encore une une très belle balle mais
2404.711	2405.043	  	 
2405.043	2407.606	 spk3 	 pour essayer de vous de vous rejoindre l'équipe de France a envie de se 
2407.606	2407.606	 spk3 	 
2407.606	2407.911	 Event desc pi type pronounce extent instantaneous 	 
2407.911	2410.08	 spk3 	 de se libérer malheureusement elle n'a pas de ballons
2410.08	2410.269	  	 
2410.269	2410.506	 spk1 	 ouais
2410.506	2411.122	 spk3 	 le problème il est là
2411.122	2412.742	  	 
2412.742	2412.742	 spk3 	 
2412.742	2413.479	 Event desc pi type pronounce extent instantaneous 	 
2413.479	2414.804	 spk3 	 elle les a mais elle les tombe très vite
2414.804	2414.98	  	 
2414.98	2414.98	 spk1 	 
2414.98	2415.596	 Event desc pi type pronounce extent instantaneous 	 
2415.596	2415.763	  	 
2415.763	2415.901	 spk3 	 ouais
2415.901	2416.821	 spk1 	 elle perd trop vite
2416.821	2417.081	  	 
2417.081	2419.005	 spk3 	 et surtout l'équipe d'Argentine impose son rythme 
2419.005	2419.005	 spk3 	 aujourd'hui on
2419.005	2419.488	 spk1 	 ouais
2419.488	2420.797	 spk3 	 est au rythme des Argentins
2420.797	2422.049	 spk1 	 et ben c'est ce que disait Thierry Lacroix
2422.049	2422.049	 spk1 	 
2422.049	2422.941	 Event desc pi type pronounce extent instantaneous 	 
2422.941	2423.378	  	 
2423.378	2426.768	 spk1 	 ce match se joue au rythme d'Agustin Pichot le match sera perdu
2426.768	2427.161	  	 
2427.161	2431.396	 spk2 	 ah ouais faut dynamiser et le dynamiteur chez nous qui est viTal d'ailleurs ce dynamisme c'est Mignoni
2431.396	2433.731	  	 
2433.731	2437.447	 spk1 	 la remise en jeu de Ledesma ballon capté en fond de d'alignement 
2437.447	2438.229	  	 
2438.229	2440.449	 spk1 	 avec ce ballon porté ce maul pénétrant 
2440.449	2441.191	  	 
2441.191	2442.839	 spk1 	 regardez cette grande technique
2442.839	2443.078	  	 
2443.078	2444.891	 spk1 	 de mettre toujours ce ballon au fond
2444.891	2446.478	  	 
2446.478	2448.946	 spk1 	 sorti par Pichot avec euh Hernandez non mais son euh
2448.946	2449.239	  	 
2449.239	2451.13	 spk1 	 l'ailier là-bas n'est pas parti du tout mais 
2451.13	2451.922	  	 
2451.922	2452.51	 spk1 	 Pichot
2452.51	2452.815	  	 
2452.815	2454.846	 spk1 	 trouve la touche et une excellente
2454.846	2455.355	  	 
2455.355	2455.816	 spk1 	 touche
2455.816	2456.453	  	 
2456.453	2459.187	 spk2 	 ah il joue dans un fauteuil Hernandez il a des ballons couvés
2459.187	2459.464	  	 
2459.464	2464.242	 spk2 	 vous voyez la différence le dix argentin Hernandez lui il tape tranquille y'a pas un bleu qui vient le contrer
2464.242	2464.724	  	 
2464.724	2465.317	 spk2 	 alors que nous
2465.317	2465.571	  	 
2465.571	2466.586	 spk2 	 par Skrela souvent
2466.586	2467.014	  	 
2467.014	2469.815	 spk2 	 on a toujours on tape à l'emporte-pièce parce qu'on est sous pression
2469.815	2470.369	  	 
2470.369	2474.152	 spk2 	 ça veut dire que quelque part ce travail d'avancée des Argentins hé bé il est positif
2474.152	2474.45	  	 
2474.45	2475.954	 spk2 	 et que nous on est toujours un peu à reculons
2475.954	2476.735	  	 
2476.735	2479.687	 spk2 	 il va falloir soigner cette agressivité au nettoyage c'est-à-dire euh
2479.687	2480.13	  	 
2480.13	2480.745	 spk2 	 au niveau des contacts
2480.745	2480.971	  	 
2480.971	2482.686	 spk1 	 faute dans l'alignement des Argentins
2482.686	2482.862	  	 
2482.862	2484.216	 spk1 	 pénalité pour l'équipe de France 
2484.216	2484.948	  	 
2484.948	2484.948	 spk1 	 
2484.948	2485.138	 Event desc bb type noise extent instantaneous 	 
2485.138	2487.051	 spk1 	 ça va permettre à Skrela de souffler un peu
2487.051	2490.891	  	 
2490.891	2495.759	 spk1 	 et d'aller trouver une touche quasiment sur la ligne euh pointillée des quarante mètres 
2495.759	2499.438	  	 
2499.438	2504.957	 spk1 	 et quand on a une pénalité quand on trouve la touche directement on obtient juste derrière le lancer
2504.957	2505.233	  	 
2505.233	2505.705	 spk2 	 tout à fait
2505.705	2506.741	  	 
2506.741	2511.674	 spk3 	 et les consignes euh du banc argentin c'est récupérer le ballon et taper loin dans le camp français hein
2511.674	2511.956	  	 
2511.956	2513.514	 spk1 	 allez rester là rester là bien sûr
2513.514	2514.101	  	 
2514.101	2516.008	 spk1 	 attendre d'éventuelles pénalités
2516.008	2517.296	  	 
2517.296	2519.481	 spk1 	 belle prise de balle avec euh Betsen
2519.481	2521.516	  	 
2521.516	2523.545	 spk1 	 ça c'est un beau mouvement est-ce que le maul a été écroulé 
2523.545	2524.416	  	 
2524.416	2526.009	 spk1 	 Ibanez en tout cas continue
2526.009	2526.907	  	 
2526.907	2529.555	 spk2 	 oh il faut avancer Thierry parce que si ça s'arrête on perdra le ballon
2529.555	2529.555	 spk2 	 il faut 
2529.555	2529.849	 spk1 	 ouais
2529.849	2531.992	 spk2 	 que le maul cette cocotte ce ballon porté
2531.992	2532.34	  	 
2532.34	2534.021	 spk2 	 il faut que ça avance toujours un peu
2534.021	2534.349	  	 
2534.349	2536.157	 spk2 	 qu'y ait un certain dynamisme sinon on perdra le ballon
2536.157	2536.566	  	 
2536.566	2536.956	 spk2 	 allez on a 
2536.956	2536.956	 spk2 	 
2536.956	2536.956	 Event desc pi type pronounce extent instantaneous 	 
2536.956	2536.956	 spk1 	 
2536.956	2537.765	 Event desc pi type pronounce extent instantaneous 	 
2537.765	2539.012	 spk1 	 Ibanez qui vient défier
2539.012	2539.327	  	 
2539.327	2541.707	 spk1 	 la défense argentine qui reste debout Ibanez
2541.707	2542.151	  	 
2542.151	2543.741	 spk1 	 avant de libérer pour Mignoni 
2543.741	2544.284	  	 
2544.284	2545.631	 spk1 	 et on envoie à Pieter de Villiers 
2545.631	2548.096	 spk1 	 repoussé de Villiers par le plaquage d'Hernandez 
2548.096	2548.7	  	 
2548.7	2549.259	 spk1 	 Martin
2549.259	2551.95	  	 
2551.95	2552.892	 spk1 	 ah pénalité
2552.892	2553.541	  	 
2553.541	2554.207	 spk1 	 ça plonge
2554.207	2555.942	  	 
2555.942	2557.879	 spk1 	 et ça talonne à la main côté argentin 
2557.879	2561.667	  	 
2561.667	2564.582	 spk1 	 ça c'était une bonne phase euh pour l'équipe de France ce ballon porté
2564.582	2564.908	  	 
2564.908	2565.697	 spk2 	 on se rassure hein
2565.697	2565.697	 spk2 	 là
2565.697	2565.797	 spk1 	 ouais
2565.797	2569.671	 spk2 	 on prend pas de risques y'a pas de passe on risque pas la tombée il suffit simplement de mettre le ballon derrière
2569.671	2569.921	 spk2 	 
2569.921	2572.916	 spk2 	 et puis d'avancer les joueurs devant hé bé écartent les joueurs argentins
2572.916	2573.232	  	 
2573.232	2575.583	 spk2 	 pour que cette structure cette cocotte cette partie
2575.583	2575.959	  	 
2575.959	2577.247	 spk2 	 elle avance doucement elle avance
2577.247	2577.247	 spk2 	 
2577.247	2577.84	 Event desc pi type pronounce extent instantaneous 	 
2577.84	2578.144	  	 
2578.144	2579.204	 spk2 	 elle fixe les joueurs
2579.204	2579.386	  	 
2579.386	2580.445	 spk2 	 elle fixe les joueurs en face
2580.445	2581.748	  	 
2581.748	2581.748	 spk2 	 
2581.748	2582.009	 Event desc pi type pronounce extent instantaneous 	 
2582.009	2584.005	 spk2 	 avec Ibanez qui à un moment donné se bé se libère
2584.005	2584.303	  	 
2584.303	2587.777	 spk2 	 regardez si y'en a déjà deux d'Argentins sur Ibanez c'est que quelque part ils sont pas sur la largeur
2587.777	2588.259	  	 
2588.259	2589.667	 spk2 	 donc y'a des espaces qui vont se libérer
2589.667	2590.1	  	 
2590.1	2594.851	 spk2 	 on voit Martin aussi hein il est au four au moulin je sais pas s'il va être une quatrième ligne comme ça mais il est hyper présent aujourd'hui
2594.851	2597.102	 spk1 	 mais faut dire qu'y'a deux troisième lignes hein sur le banc de touche
2597.102	2598.958	  	 
2598.958	2600.774	 spk1 	 et oui il en demande toujours plus Bernard Laporte 
2600.774	2602.853	 spk1 	 il sent qu'il y a peut-être une bonne période là
2602.853	2603.428	  	 
2603.428	2605.99	 spk1 	 pour son équipe qui rejoue encore avec Martin
2605.99	2606.478	  	 
2606.478	2607.294	 spk1 	 le fer de lance
2607.294	2607.792	  	 
2607.792	2609.617	 spk1 	 le guerrier du quinze de France
2609.617	2611.926	  	 
2611.926	2612.663	 spk1 	 Mignoni
2612.663	2613.045	  	 
